group,feature_dropped,anchor_feature,abs_correlation,threshold,method
expression,EXPR_DOM,EXPR_C4BPB,0.8805499419690237,0.85,full_correlation_matrix
expression,EXPR_KRT5,EXPR_KRT14,0.8801810477634767,0.85,full_correlation_matrix
expression,EXPR_CLDN2,EXPR_CCDC198,0.8798461215080312,0.85,full_correlation_matrix
expression,EXPR_MT3,EXPR_MIR9-1HG,0.8784975287587291,0.85,full_correlation_matrix
expression,EXPR_SLC13A5,EXPR_PROC,0.8781293547986636,0.85,full_correlation_matrix
expression,EXPR_MAB21L4,EXPR_CBLC,0.8771994625252353,0.85,full_correlation_matrix
expression,EXPR_CYP7A1,EXPR_ACSM2B,0.8756350036964327,0.85,full_correlation_matrix
expression,EXPR_MISP,EXPR_KRT19,0.8750914107699687,0.85,full_correlation_matrix
expression,EXPR_HCHOLA3,EXPR_GPM6B,0.8749535490697214,0.85,full_correlation_matrix
expression,EXPR_TRIM29,EXPR_SERPINB5,0.8747668437616395,0.85,full_correlation_matrix
expression,EXPR_UGT2B7,EXPR_UGT2B10,0.8745893735360869,0.85,full_correlation_matrix
expression,EXPR_CYP2E1,EXPR_ADH1A,0.8744157364179831,0.85,full_correlation_matrix
expression,EXPR_TRIM55,EXPR_F9,0.8739913973075962,0.85,full_correlation_matrix
expression,EXPR_TSPAN8,EXPR_HNF1B,0.8734939008510458,0.85,full_correlation_matrix
expression,EXPR_PKLR,EXPR_CPB2,0.8734937485322707,0.85,full_correlation_matrix
expression,EXPR_MSLN,EXPR_DPCR1,0.8733757574476048,0.85,full_correlation_matrix
expression,EXPR_ANX14,EXPR_ANKS4B,0.8730083551368708,0.85,full_correlation_matrix
expression,EXPR_KLK10,EXPR_COL17A1,0.8726019782038418,0.85,full_correlation_matrix
expression,EXPR_CYP4F11,EXPR_CP,0.8713676234660512,0.85,full_correlation_matrix
expression,EXPR_GAPDHS,EXPR_D12S53E,0.8712878992488173,0.85,full_correlation_matrix
expression,EXPR_ERICH5,EXPR_CYP2C18,0.8703868221548666,0.85,full_correlation_matrix
expression,EXPR_LAMC2,EXPR_ITGB6,0.8702666886280943,0.85,full_correlation_matrix
expression,EXPR_TFAP2A,EXPR_RGN,0.8701920307465691,0.85,full_correlation_matrix
expression,EXPR_UGT3A1,EXPR_AGXT2,0.8696569001913329,0.85,full_correlation_matrix
expression,EXPR_KRT19,EXPR_CEACAM6,0.8680861214980917,0.85,full_correlation_matrix
expression,EXPR_LCN2,EXPR_GPX2,0.8678969040091,0.85,full_correlation_matrix
expression,EXPR_POU3F2,EXPR_KRT8,0.8678465669364732,0.85,full_correlation_matrix
expression,EXPR_EPS8L3,EXPR_ELF3,0.8674749787881115,0.85,full_correlation_matrix
expression,EXPR_OLFM4,EXPR_CEACAM6,0.8673923779925676,0.85,full_correlation_matrix
expression,EXPR_GPM6A,EXPR_GFAP,0.8666402412139393,0.85,full_correlation_matrix
expression,EXPR_SST,EXPR_CHGA,0.8661393793890727,0.85,full_correlation_matrix
expression,EXPR_KRT16,EXPR_KRT14,0.8651904619701868,0.85,full_correlation_matrix
expression,EXPR_SLC6A15,EXPR_PAX3,0.8649192365107875,0.85,full_correlation_matrix
expression,EXPR_ACSM1,EXPR_AADAC,0.8635105756597914,0.85,full_correlation_matrix
expression,EXPR_CP,EXPR_CFB,0.8630428704618068,0.85,full_correlation_matrix
expression,EXPR_TMC5,EXPR_GCNT3,0.8623298136546529,0.85,full_correlation_matrix
expression,EXPR_TF,EXPR_HPR,0.8594128860449696,0.85,full_correlation_matrix
expression,EXPR_ABCG5,EXPR_A1CF,0.858993081147634,0.85,full_correlation_matrix
expression,EXPR_MLC1,EXPR_MIR9-1HG,0.8589676277856404,0.85,full_correlation_matrix
expression,EXPR_ATP2B2,EXPR_AGT,0.8589277686040042,0.85,full_correlation_matrix
expression,EXPR_TMEM45B,EXPR_ELF3,0.8585630224248525,0.85,full_correlation_matrix
expression,EXPR_DPCR1,EXPR_CTSE,0.8582763527298697,0.85,full_correlation_matrix
expression,EXPR_MASP1,EXPR_ATP2B2,0.8579496621766637,0.85,full_correlation_matrix
expression,EXPR_AQP9,EXPR_ADH4,0.8577887066523827,0.85,full_correlation_matrix
expression,EXPR_GP2,EXPR_CELA3A,0.8554962873675216,0.85,full_correlation_matrix
expression,EXPR_UROC1,EXPR_SLC25A47,0.8552180150521083,0.85,full_correlation_matrix
expression,EXPR_PRR15L,EXPR_EPCAM,0.8548165393544508,0.85,full_correlation_matrix
expression,EXPR_PRG4,EXPR_ALDOB,0.8541701342294861,0.85,full_correlation_matrix
expression,EXPR_PTPRN,EXPR_CHGB,0.852906888966636,0.85,full_correlation_matrix
expression,EXPR_REG3A,EXPR_REG1A,0.8518792349536368,0.85,full_correlation_matrix
expression,EXPR_CEACAM5,EXPR_C19orf33,0.850820601750907,0.85,full_correlation_matrix
expression,EXPR_CBLC,EXPR_C6orf71,0.8506652590599949,0.85,full_correlation_matrix
expression,EXPR_XIST,EXPR_RPS4Y1,0.8505976199275473,0.85,full_correlation_matrix
